url,keyword,owner_handle,owner_name,caption,transcript,views,thumbnail,location_name,us_decision,relevance_decision,discovered_at,updated_at,status
https://www.instagram.com/reel/DKsOseXv3n7,fitness,martfitzh2o,Martin “The Martian” Fitzwater,"10 Best Gyms in the United States. The last one might be the best 👽

Have you been to any of these?",,449,https://scontent-cpt1-1.cdninstagram.com/v/t51.2885-15/504469321_18480361138066253_8517301274206779176_n.jpg?stp=c0.420.1080.1080a_dst-jpg_e35_s640x640_sh0.08_tt6&_nc_ht=scontent-cpt1-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QFF7NyHxKhSY8FHGBp9UZbQ9u89YKT_rCQvyI-dVuji_HfwpddDBY43gYnDIrbE2vk&_nc_ohc=78w1CVbbNKAQ7kNvwFuam_v&_nc_gid=Oe_ggkeUTc5-VUSuOczHXg&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afc5D6xB5AObfgotPXOFxP_H1FkznUbEeqoK5XUkyZtVKw&oe=68EED9B6&_nc_sid=d885a2,,,,2025-10-10T12:06:36.069Z,2025-10-10T12:07:34.947Z,transcript_fetched
https://www.instagram.com/reel/DMGKJduJWLC,fitness,jakeheyen,Jake Heyen,"4 of the wildest and most well designed gyms in the U.S. 👇

1️⃣ Hume in LA (@hume.losangeles). A luxury wellness space with custom designed equipment. Blending natural, organic materials to create a serene environment. With a rooftop area that has views of the Pacific Ocean.

2️⃣ Sweet Honey Farm in New Jersey (@sweet.honeyfarm). A one of a kind barn gym that has a rustic charm to it. With bespoke equipment, handcrafted recovery systems, and an open concept that connects you with nature. You can even workout with horses.

3️⃣ Fit Athletic in San Diego (@fitathletic). This one has multiple locations. Each with extremely high quality equipment and amenities at a great price. Full workout floors, EV recovery lounges, reformer pilates, and even a view of the Padres stadium.

4️⃣ Hive Fit Club in Scottsdale (@thehivefitclub). A totally unique jungle vibe, combining fitness, recovery, and community under 1 roof. Moss gorilla sculptures, plants all over, and state of the art equipment. Also has advanced therapies like Cryotherapy and Hyperbaric Oxygen.

What other gyms should I cover next?","Gyms aren't just gyms anymore. They're brands, communities, and even experiences. And these are four of the wildest and most well-designed gyms in the US. Hume in LA. A luxury wellness space with custom-designed equipment. Blending natural and organic materials to create a serene environment. With a rooftop area that has views of the Pacific Ocean. Sweet Honey Farm in New Jersey. A one-of-a-kind barn gym that has a rustic charm to it. With bespoke equipment, handcrafted recovery systems, and an open concept that connects you with nature. You can even work out with horses. Fit Athletic in San Diego. This one has multiple locations. Each with extremely high-quality equipment and amenities at a great price. Full workout floors, EV recovery lounges, reformer Pilates, and even a view of the Padres stadium. Hive Fit Club in Scottsdale. A totally unique jungle vibe. Combining fitness, recovery, and community under one roof. Moss gorilla sculptures, plants all over, and state-of-the-art equipment. Also has advanced therapies like cryotherapy and hyperbaric oxygen.",14866,https://scontent-gig4-2.cdninstagram.com/v/t51.2885-15/520256371_1240718730703022_1593096741720679738_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=scontent-gig4-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QEqawmd9sahnZy5zxVdNt6YjDmp-1b55cNfAbDRx04VobK71s4mrxgtzRgkyYNTcLE&_nc_ohc=4lc963HGE50Q7kNvwEUrdOD&_nc_gid=xVO6Rn4YfZW48TsyyJBRjw&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfeF9SAFrBBF5J2MgGD8dD1PmCZU5tSJ2jmLTcamF94_Jg&oe=68EECF35&_nc_sid=d885a2,,,,2025-10-10T12:06:36.069Z,2025-10-10T12:07:34.947Z,transcript_fetched
https://www.instagram.com/reel/DPT_EYKjbXW,fitness,bewell_fitness,BeWell Fitness,"Today’s clip comes from the latest podcast roundtable of @peterattiamd. My first mentor, Michael Boyle, along with the other guests, speaks to the lack of participation in resistance training. 

“20% of people have gym memberships. 50% of those people, use it. Now we are down to 10%. What percentage of them are doing resistance training… maybe half.  So now we are down to 5% of people.”
- @michael_boyle1959 

We can debate plenty in our world today. One thing you can’t is that the number 1 avenue for lifespan and quality of life is resistance training. Our goal is always to have people leave feeling better than when they walked in.","Do we have a sense of what percentage of people in the United States do not practice resistance training? Well, we know that 50% of Americans are not training or doing any kind of exercise. I, from the research that I've read up until recently, um, it's probably 70% do not meet the criteria for both activities. 70% in total then? Or do you think it's 70% of people who are doing some form of exercise? Total. That's a great question. I believe that it is 70% of people in total. Got it. Okay. Is that I I can't even fact-check that, it's, I mean, that's hard for me to imagine, but I can believe it. I can believe it. I think it's lower, in terms of if you're talking about resistance training, 'cause we were talking. You would say lower than 30% would do resistance training then? Yeah, because I think 20% of people belong to a gym. If we look at home gym stats aren't very good in terms of people, they're the home gym person who actually has one and uses it is is probably more unicornie than we think they are. And so if you start looking at that number, 20% have a membership. 50% of those people use it, which now brings us down to only 10% of people in the United States are actually in a gym, and then you look at that and say what percentage of them are resistance training? Maybe now we're down to 5% because you see a lot more hamster wheel people who are just walking on a treadmill or walking on a stair climber or whatever it is. So, I would think the numbers are are pretty low. We spoke a little bit about this, but we have digital statistics that actually show people who have signed up to train with our programs, let's say, either be at home or at the gym, the percentage of people that make it through our programs is only 20%, and that's very high in terms of the industry standard. That's twice the industry standard for digital. Right. Which is usually like 10% or so. So, those are people who showed the commitment, made a purchase, put their hard-earned dollars behind it, have everything they need, I would think, in terms of the tools and sets and reps and what's supposed to be done, and only 10% will finish a program. So, I think that's that's a pretty uh, remarkable statement on what why why people can't. I think there's a lot more of a desire to to do things, but the the ability to actually follow through is where I think we're having the hardest time. So it might be then, Gabriel, your stat is 70% of 50, the reciprocal of that, 30% of 50, 15, it might be that our range is somewhere from 5 to 15% if I were going to sort of triangulate between these three data points. Again, that's that's kind of a hard thing to digest if you're asking the question, um, and and I've never been, um, sort of shy about my thesis, which is of all the pillars that we have, um, to embark on improving our health, whether it be changing our nutrition, improving our sleep, taking the medications and supplements that can be actually quite important, I don't I just don't see any evidence that anything trumps exercise, um, just purely from an actual lifespan perspective, and from the standpoint of reducing the risk of chronic disease. When you then layer in the benefits it has on quality of life, I mean, it's just sort of a no-brainer.",119,https://instagram.famm9-1.fna.fbcdn.net/v/t51.2885-15/559144584_1163647902343250_2189855894655254816_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.famm9-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QHl8-hjwvzFsURqdeNO18xskwCGVeuZuwO2AbP2GP4vzlcgqXD6fLRbfWgr4dkXXH8&_nc_ohc=Okle0XlRt5MQ7kNvwFIAs5z&_nc_gid=7auKZLt7TfjJq9AFU-7r-w&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfejD1cWLuPjPsupGERXdwa5lG1S6LEpai3vymXae13l3Q&oe=68EEAF3A&_nc_sid=d885a2,,,,2025-10-10T12:06:36.069Z,2025-10-10T12:07:34.947Z,transcript_fetched
https://www.instagram.com/reel/DPCLNaekTNf,fitness,strengthsciencetroy,Troy Taylor,"What % of the U.S. population engages in resistance training?

It’s probably less than you think, and decreases with age dramatically. 

I think/expect the % has increased since this 2020 report, but probably not by as much as I hope. 

It’s an excellent podcast, and while I don’t agree with everything shared it’s a huge overall net positive. 

@peterattiamd @michael_boyle1959 @drgabriellelyon @athleanx 

#fitness #strength #strengthtraining #strengthandconditioning #tonal #hypertrophy #fitover40 #exercise","a question that probably has an answer. Although I actually am a bit embarrassed to say I don't know the answer. So, I'm wondering if one of you guys do. Do we have a sense of what percentage of people in the United States do not practice resistance training? I was listening recently to the excellent Peter Attia podcast, round table discussion on resistance training and Peter opened with this question and the uh, panel audience uh gave some mixed answers in terms of what the data shows. So, I wanted to dive in and clean some of that up. This data is the most recent I'm aware of from the CDC from 2020 that shows that approximately 31% of the US adult population engages in the recommended two times a week of muscle strengthening or resistance training activity. And it also shows that about half of the population just under, uh, engages in the recommended aerobic activity, which is about 180 minutes of moderate, brisk walking activity. If you look at those that meet both the uh physical activity guidelines for strength training and also for aerobic training then that shrinks down to about 24% just under a quarter of your adult US population is meeting the overall guidelines. I actually think this data from the CDC is a little more interesting from a longevity focus. This is looking at the percentage of the US adult population that meets those physical activity guidelines for strength training and aerobic training, but it buckets it both by sex and by age. And so you can see in the big green graphs there that over 40% of men 18 to 34 meet those physical activity guidelines and just under 30% of women uh, 18 to 34 meet those guidelines. But what you see in both men and women is this very sharp decline in meeting the physical activity guidelines by age. So to the point where they're 65 and older only 15% of men or 10% of women are meeting those guidelines. Or set another way, 85 to 90% of people that age are not meeting those physical activity guidelines.",238,https://instagram.fbel17-1.fna.fbcdn.net/v/t51.2885-15/553353236_782046518140562_277224038837766228_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fbel17-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QG7OtRluB-t_uo4tLHcPXHLxZFU9501Bf3HFMVIFZEsVSMEiA3CNYED9rG9POgswSI&_nc_ohc=3T25tSD-8zAQ7kNvwGF-A82&_nc_gid=JgHVlaSICV_bm4c86-7JPQ&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfdgYS-WpjDSzPP1SoWKPbzLEtNO_aM_P3Hp7UbO_oOYTw&oe=68EEDF99&_nc_sid=d885a2,,,,2025-10-10T12:06:36.069Z,2025-10-10T12:07:34.947Z,transcript_fetched
https://www.instagram.com/reel/DPjhdj9EfLn,fitness,thelivinproject,LIVIN,"Walking across America changed my body and it’s time to fix it

#walkacrossamerica #fitness","Seven months ago, I walked 3,600 miles across America. And somehow, I'm still out of shape. You would think that after six months of walking, I would come home looking like Iron Man. But my body is basically only good for walking. I lost all my explosiveness, my upper-body strength vanished, and I dropped almost 20 pounds. Honestly, I am the weakest I have ever been in a lot of areas. But now I'm back home, three weeks in, and I've had to rebuild from scratch.

My numbers are still low, but I've made progress. In just two weeks, I've already put on 10 pounds. And I've even started to get a little bit of my hops back. But the grind doesn't stop. This is just the start.",8822,https://scontent-scl2-1.cdninstagram.com/v/t51.2885-15/560915929_2500655570312244_3679921120015006341_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=scontent-scl2-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QGBE1ol9KZEyWSgsjCJek5KQQBau_oHnprV9P1gSwZTMnZfw5ilZ0XSyVrCARMbHqE&_nc_ohc=Cbaa6kDxlQcQ7kNvwHhMNNv&_nc_gid=UvpC390pQBT8QyeCygh6mg&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfdzBEqpcJ3CtAvDPszmg_vmorekeu9OmLdmcQVtTLE8Qg&oe=68EED78C&_nc_sid=d885a2,,,,2025-10-10T12:06:36.069Z,2025-10-10T12:07:34.947Z,transcript_fetched
https://www.instagram.com/reel/DOXUQbkDYwt,fitness,usafieldhockey_wnt,U.S. Women’s National Team,"‼️🎤 Mini Mic Monday w the WNT

Question of the day: what is your least favorite exercise in the gym? (Sorry Abbie!) 

Shout out @usperformancecenter for getting us stronger in the gym and on the field 💪👏",,4227,https://instagram.fcdg3-1.fna.fbcdn.net/v/t51.2885-15/556833079_18533327029003848_3970289461690597165_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640_tt6&_nc_ht=instagram.fcdg3-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QHd1WF-JnEX1JFO0Mlx2ioVM6Mcf2HpuX1sLHb787awlRPJW4gaT37W9rLRfWDakFg&_nc_ohc=U1_arBE2xzQQ7kNvwEyeG9Q&_nc_gid=oG2XxlVMdA9SoETxjCvjug&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfdoUplVd-FegC9GloNfhnPxUNU7D3Adq_LIPQ7RE9cdPA&oe=68EEE333&_nc_sid=d885a2,,,,2025-10-10T12:06:36.069Z,2025-10-10T12:07:04.347Z,hydrated
https://www.instagram.com/reel/DPfuDmKE7dQ,fitness,thegymvogue,FITNESS PROMOTION,"♥︎♥︎ Check out and follow this amazing profile✨ @kristhxtics 🔥

Get fit in the gym, lose weight in the kitchen.

❤️Follow @kristhxtics for more gym content, exercise, dieting, and more

Turning my workout into a cable connection! 💪🔗 Tried the kickback exercise using the cable machine- because who said fitness can’t be fun? Embracing the burn with a smile. Remember your connection to working out is more than gains, it’s about feeling the joy in every rep. ‘Keep kicking’ and ‘Keep smiling!’ 😄 #FitFunnies #SmileThroughTheBurn

Ready for more fitness fun and laughter? Hit that follow button for your dose of positive vibes and workout inspiration! Let’s kick it together! 👟💕 #FollowForFitness #FitFam #workout #gym #motivation",,1271,https://instagram.fvix22-1.fna.fbcdn.net/v/t51.2885-15/562760141_1118790823274742_7259575251634039849_n.jpg?stp=c0.249.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fvix22-1.fna.fbcdn.net&_nc_cat=106&_nc_oc=Q6cZ2QE6ImOX34lP0O9d29Kpq6oBxQFOfbMWU8FjeMEwh0mo4CuikMAYH7F_oftAmiurKxk&_nc_ohc=sp2KbV0iJEcQ7kNvwEBbfF-&_nc_gid=ovF6O9rJeq9WdJSSsgrYfA&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_Afd2QEhw9GG570w98hBtvtcVPlWqLEVKCNMrIOHcrrKDxg&oe=68EEE031&_nc_sid=d885a2,,,,2025-10-10T12:06:36.069Z,2025-10-10T12:07:04.347Z,hydrated
https://www.instagram.com/reel/DPO5-spEZbl,fitness,bergenfieldfitness,Bergenfield Fitness,"1 Day SALE starts Now and ends Tonight at 11pm! Get 50% OFF joining fee on $15 and $19 monthly plans! Just $74 to join to pay $15 monthly OR $49 to join to pay $19 monthly! Includes a FREE personal training session. For details and questions, stop by or call 201-771-3038 🍃",,1154,https://instagram.fmnl40-2.fna.fbcdn.net/v/t51.2885-15/557931141_1810209789600200_2627924733355924189_n.jpg?stp=c0.249.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fmnl40-2.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QFOhv-73FKY97_0o1pXz7xrrCkTaESVRA7IEntt9hkOfCxhPVKa03fj-GPdkBCn--o&_nc_ohc=gMM51REGbskQ7kNvwF1oo68&_nc_gid=boAdgTEKIw4MT7I5mzGJdg&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfcR00h6lbCp-nU3oahRvVnR31h1TPiqbiuQLGYjsur6nQ&oe=68EEB076&_nc_sid=d885a2,Bergenfield Fitness,,,2025-10-10T12:06:36.069Z,2025-10-10T12:07:04.347Z,hydrated
https://www.instagram.com/reel/DPmyv3mkRm6,fitness,goldsgymmiddletown,"Gold’s Gym Middletown, NY","Lucas fell in love with weight training at a young age while on the football team — and from that moment on, he was hooked. Now, at age 18, he’s jumped in to the bodybuilding world under the guidance of Coach Chris Palmer. At his first competition on June 28th, he  placed third in his category and 8th in open. 

His favorite part about Gold’s Gym Middletown is the variety of equipment that allows him to train the way he wants. 

The team at Gold’s Gym Middletown looks forward to seeing how far he’ll go! Best of luck on your bodybuilding journey, Lucas!
.
.
.
.
#builtbygolds #middletownny #hudsonvalley #bodybuilding #personaltraining",,1142,https://instagram.fldb2-1.fna.fbcdn.net/v/t51.2885-15/560928057_1358087129208322_4235578787816672693_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.fldb2-1.fna.fbcdn.net&_nc_cat=110&_nc_oc=Q6cZ2QGD26XdTPIzeHoxTYPRMxWLv1XLidZsWVmWQQBOa-_4vw8Bl0ILbPX2Fh1pQ9ysg8o&_nc_ohc=QeOcY8twrIUQ7kNvwHz6Joo&_nc_gid=uKYTmoJc_S8UYqRgNQig7g&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AfeDqvhGnL2J5STjItuU28hz4HdQtVCcDr6diMU5venirQ&oe=68EECDDE&_nc_sid=d885a2,Gold's Gym Middletown,,,2025-10-10T12:06:36.069Z,2025-10-10T12:07:04.347Z,hydrated
https://www.instagram.com/reel/DO0ngPFDPYG,fitness,julian.sollai,Julian Sollai | Fitness & Self-Development Coach,Training does not burn fat… let me explain! 🙌🏼,,8805,https://instagram.ftpe8-3.fna.fbcdn.net/v/t51.2885-15/551327000_1332135108300095_8706915553231867510_n.jpg?stp=c0.248.640.640a_dst-jpg_e15_tt6&_nc_ht=instagram.ftpe8-3.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QHk4C7nc94bDg5OdV2bz_DUvPF4sk8cGfD_Z9ufPYB2YmxxATIavhjWON2jTFsbewY&_nc_ohc=OuyEEGq3u00Q7kNvwHHNGwA&_nc_gid=A6XiL8uF1_obooe2ZxcLaQ&edm=ANTKIIoBAAAA&ccb=7-5&oh=00_AffnGKaKbABjP-3Ef8l8iHNCHHgyyLBbmPn6BBZdC_4QFw&oe=68EED444&_nc_sid=d885a2,,,,2025-10-10T12:06:36.069Z,2025-10-10T12:07:04.347Z,hydrated
